"","qKO_rep1","qKO_rep2","qKO_rep3","WT_rep1","WT_rep2","WT_rep3"
"ENSMUSG00000042271.13",532,886,1180,784,546,1324
"ENSMUSG00000083311.3",22,12,12,14,22,22
"ENSMUSG00000090122.3",4,6,0,6,16,4
"ENSMUSG00000031278.12",868,1224,1864,2524,2288,2126
"ENSMUSG00000082929.1",0,0,0,0,0,0
"ENSMUSG00000071680.6",0,0,0,0,0,0
"ENSMUSG00000081365.1",0,0,0,0,0,0
"ENSMUSG00000077453.1",0,0,0,0,0,0
"ENSMUSG00000081750.3",0,0,0,0,0,0
"ENSMUSG00000081568.1",0,0,0,0,0,0
"ENSMUSG00000048600.7",0,0,0,0,0,0
"ENSMUSG00000047045.17",1192,1316,1088,932,1322,578
"ENSMUSG00000076011.1",0,0,0,0,0,0
"ENSMUSG00000081463.1",0,0,0,0,2,0
"ENSMUSG00000042225.3",742,1144,1148,1018,836,910
"ENSMUSG00000106151.1",0,0,0,0,0,0
"ENSMUSG00000085584.3",0,0,0,2,0,0
"ENSMUSG00000083089.1",0,0,0,0,0,0
"ENSMUSG00000031283.16",0,0,4,0,4,6
"ENSMUSG00000088047.1",0,0,0,0,0,0
"ENSMUSG00000031284.16",34,62,62,88,62,18
"ENSMUSG00000067276.5",46,22,0,28,10,6
"ENSMUSG00000105967.1",0,0,0,0,0,0
"ENSMUSG00000031285.14",0,0,0,0,0,0
"ENSMUSG00000082060.1",0,0,0,0,0,0
"ENSMUSG00000085139.1",0,0,10,18,28,30
"ENSMUSG00000082121.1",0,0,0,4,0,14
"ENSMUSG00000084361.1",0,0,0,0,0,0
"ENSMUSG00000081897.1",0,0,0,2,0,0
"ENSMUSG00000083200.1",40,30,28,54,72,38
"ENSMUSG00000076117.1",0,0,0,0,0,0
"ENSMUSG00000041718.16",17084,21706,20988,21190,23062,16554
"ENSMUSG00000080922.1",4,4,6,2,2,0
"ENSMUSG00000041710.4",32,10,20,10,8,2
"ENSMUSG00000072934.10",8,24,6,12,12,10
"ENSMUSG00000081635.1",0,0,0,0,0,0
"ENSMUSG00000082106.3",2,0,0,0,0,0
"ENSMUSG00000071679.4",0,0,0,0,0,0
"ENSMUSG00000089282.1",0,0,0,0,0,0
"ENSMUSG00000084303.1",0,0,0,0,0,2
"ENSMUSG00000092917.1",0,0,0,0,0,0
"ENSMUSG00000077230.1",0,0,0,0,0,0
"ENSMUSG00000081336.1",0,0,0,0,0,0
"ENSMUSG00000082085.1",0,0,2,0,0,2
"ENSMUSG00000041700.9",0,0,0,0,0,0
"ENSMUSG00000041688.16",280,348,468,340,356,214
"ENSMUSG00000100104.1",2,0,6,0,0,0
"ENSMUSG00000081646.1",0,0,0,0,0,0
"ENSMUSG00000099000.1",0,0,0,0,0,0
"ENSMUSG00000082773.1",0,0,0,0,0,0
"ENSMUSG00000080915.1",0,0,0,0,0,0
"ENSMUSG00000083375.1",0,0,0,0,0,0
"ENSMUSG00000083908.1",0,0,0,0,0,0
"ENSMUSG00000080755.1",0,0,0,0,0,0
"ENSMUSG00000083960.1",0,0,0,0,0,0
"ENSMUSG00000081738.1",0,4,0,0,0,0
"ENSMUSG00000084161.1",0,0,0,0,0,0
"ENSMUSG00000088050.1",0,0,0,0,0,0
"ENSMUSG00000081197.1",0,0,0,0,0,0
"ENSMUSG00000081718.1",0,2,0,2,0,2
"ENSMUSG00000084147.1",0,0,0,0,0,0
"ENSMUSG00000082594.1",0,0,0,0,0,0
"ENSMUSG00000084061.1",0,0,0,0,0,0
"ENSMUSG00000041380.13",0,0,0,0,0,0
"ENSMUSG00000077767.1",0,0,0,0,0,0
"ENSMUSG00000092879.1",0,0,0,0,0,0
"ENSMUSG00000076458.1",0,0,0,0,0,0
"ENSMUSG00000093039.1",0,0,0,0,0,0
"ENSMUSG00000093122.1",0,0,0,0,0,0
"ENSMUSG00000080331.1",0,0,0,0,0,0
"ENSMUSG00000084713.2",0,0,0,0,0,0
"ENSMUSG00000065450.1",0,0,0,0,0,0
"ENSMUSG00000031289.10",0,0,0,0,0,0
"ENSMUSG00000067262.9",0,0,0,0,0,0
"ENSMUSG00000031290.14",680,1016,868,1172,946,1080
"ENSMUSG00000084421.1",0,0,0,2,4,0
"ENSMUSG00000080250.2",0,0,0,0,0,0
"ENSMUSG00000084191.1",0,0,0,0,0,0
"ENSMUSG00000085441.1",0,0,0,0,0,0
"ENSMUSG00000095872.7",0,0,0,0,0,0
"ENSMUSG00000083970.1",0,0,0,0,0,0
"ENSMUSG00000072931.4",0,0,0,0,0,0
"ENSMUSG00000080046.2",0,0,0,0,0,0
"ENSMUSG00000083809.3",0,0,0,0,0,0
"ENSMUSG00000094643.1",0,0,0,0,0,0
"ENSMUSG00000072930.3",0,0,0,0,0,0
"ENSMUSG00000072929.6",0,0,0,0,0,0
"ENSMUSG00000081533.1",0,0,0,0,0,0
"ENSMUSG00000084001.1",0,0,0,0,0,0
"ENSMUSG00000096453.1",0,0,0,0,0,0
"ENSMUSG00000079395.3",0,0,0,0,0,0
"ENSMUSG00000082856.1",0,0,0,0,0,0
"ENSMUSG00000084112.1",0,0,0,0,0,0
"ENSMUSG00000095627.1",0,0,0,0,0,0
"ENSMUSG00000079374.2",0,0,0,0,0,0
"ENSMUSG00000096834.7",6,0,0,0,0,0
"ENSMUSG00000080071.2",0,0,0,0,0,0
"ENSMUSG00000082995.1",0,0,0,0,0,0
"ENSMUSG00000083256.1",0,0,0,0,0,0
"ENSMUSG00000079387.10",0,2,0,8,0,0
"ENSMUSG00000094712.1",0,0,0,0,0,0
"ENSMUSG00000095994.1",0,0,0,0,0,0
"ENSMUSG00000083778.1",0,0,0,0,0,0
"ENSMUSG00000083231.1",0,0,0,0,0,0
"ENSMUSG00000094885.7",0,0,0,0,0,0
"ENSMUSG00000086974.1",0,0,0,0,0,0
"ENSMUSG00000096213.1",0,0,0,0,0,0
"ENSMUSG00000096179.1",0,0,0,0,0,0
"ENSMUSG00000096899.1",0,0,0,0,0,0
"ENSMUSG00000094941.1",0,0,0,0,0,0
"ENSMUSG00000095820.1",0,0,0,0,0,0
"ENSMUSG00000093851.1",0,0,0,0,0,0
"ENSMUSG00000095408.1",0,0,0,0,0,0
"ENSMUSG00000096008.1",0,0,0,0,0,0
"ENSMUSG00000095621.1",0,0,0,0,0,0
"ENSMUSG00000096338.1",0,0,0,0,0,0
"ENSMUSG00000072923.6",0,0,0,2,0,0
"ENSMUSG00000094964.1",0,0,0,0,0,0
"ENSMUSG00000095561.1",0,0,0,0,0,0
"ENSMUSG00000094378.7",0,4,0,2,0,4
"ENSMUSG00000082937.1",0,0,0,0,0,0
"ENSMUSG00000084395.1",0,0,0,0,0,0
"ENSMUSG00000095082.1",2,6,2,16,22,0
"ENSMUSG00000095534.1",0,0,0,4,0,0
"ENSMUSG00000081827.1",0,0,0,0,0,0
"ENSMUSG00000094767.1",0,0,0,0,0,0
"ENSMUSG00000048592.9",0,0,0,0,0,0
"ENSMUSG00000087360.2",2,0,0,0,0,0
"ENSMUSG00000081928.1",0,0,0,0,0,0
"ENSMUSG00000041353.12",380,396,364,458,390,588
"ENSMUSG00000082974.1",0,0,0,0,0,0
"ENSMUSG00000081187.1",2,18,2,8,4,2
"ENSMUSG00000025269.16",879,1046,1033,1245,1466,1253
"ENSMUSG00000025270.13",13,27,28,30,24,9
"ENSMUSG00000099172.1",0,0,0,1,0,0
"ENSMUSG00000025271.13",612,605,471,438,614,584
"ENSMUSG00000025272.16",1616,1578,1954,1610,1966,1276
"ENSMUSG00000081396.1",0,4,0,0,0,0
"ENSMUSG00000082961.1",0,0,0,0,0,0
"ENSMUSG00000025268.15",1646,1752,1122,1180,1352,1222
"ENSMUSG00000080582.1",4,0,2,2,0,2
"ENSMUSG00000087149.8",0,0,0,0,0,0
"ENSMUSG00000098311.1",0,0,0,0,0,0
"ENSMUSG00000081194.1",10,8,6,22,22,4
"ENSMUSG00000025266.11",6296,7688,5720,6614,7322,4976
"ENSMUSG00000081782.1",0,2,8,8,4,2
"ENSMUSG00000025265.14",2967,2775,2675,3606,5229,2189
"ENSMUSG00000025264.12",1819,2223,1751,2186,2635,2417
"ENSMUSG00000081942.1",0,0,0,0,0,0
"ENSMUSG00000081625.1",0,0,0,0,0,0
"ENSMUSG00000086286.1",2,0,0,4,0,0
"ENSMUSG00000041245.13",1061,1417,1209,2240,1977,995
"ENSMUSG00000083596.4",0,0,0,0,0,0
"ENSMUSG00000064524.1",0,0,0,0,0,0
"ENSMUSG00000084771.8",65,69,77,108,138,38
"ENSMUSG00000025262.8",220,162,148,66,71,41
"ENSMUSG00000064416.1",0,0,0,0,0,0
"ENSMUSG00000084166.1",56,60,16,28,26,24
"ENSMUSG00000082423.1",0,0,0,0,0,0
"ENSMUSG00000041229.15",2458,2722,2878,2460,2944,1652
"ENSMUSG00000064665.1",0,0,0,2,0,0
"ENSMUSG00000082342.1",0,0,0,0,0,0
"ENSMUSG00000081331.1",0,0,2,0,0,2
"ENSMUSG00000083379.1",0,0,2,0,0,0
"ENSMUSG00000070219.1",0,0,0,0,0,0
"ENSMUSG00000083719.1",0,0,0,0,0,0
"ENSMUSG00000025261.17",41484,42950,52286,47838,58072,27572
"ENSMUSG00000093219.1",0,0,0,0,0,0
"ENSMUSG00000065602.1",0,0,0,0,0,0
"ENSMUSG00000065536.2",0,4,0,0,0,0
"ENSMUSG00000082778.1",14,10,22,14,34,20
"ENSMUSG00000084637.1",0,0,0,0,0,0
"ENSMUSG00000025260.10",3080,3178,2334,2220,2794,3096
"ENSMUSG00000025257.5",254,240,88,116,172,154
"ENSMUSG00000041133.11",9042,9228,9354,7588,9548,7128
"ENSMUSG00000083474.1",0,0,4,0,0,0
"ENSMUSG00000081306.1",0,0,0,0,0,0
"ENSMUSG00000041115.16",320,246,162,194,212,140
"ENSMUSG00000025332.14",10932,10270,11760,12670,17092,9996
"ENSMUSG00000087403.9",550,1132,514,700,578,558
"ENSMUSG00000084584.1",14,4,8,16,0,6
"ENSMUSG00000041096.13",1746,1818,1520,1366,1852,1578
"ENSMUSG00000056679.13",80,88,81,38,63,62
"ENSMUSG00000084885.7",2,4,3,10,7,2
"ENSMUSG00000087235.1",0,0,0,0,0,0
"ENSMUSG00000087569.1",0,0,0,0,0,0
"ENSMUSG00000091863.2",0,0,0,0,0,0
"ENSMUSG00000083948.1",0,0,0,0,0,0
"ENSMUSG00000081993.1",0,0,0,0,0,0
"ENSMUSG00000045180.13",1566,1908,1828,1968,1732,1450
"ENSMUSG00000025333.10",8,0,4,0,0,4
"ENSMUSG00000088383.1",0,0,0,0,0,0
"ENSMUSG00000083440.1",0,0,0,0,0,0
"ENSMUSG00000095597.2",1210,1200,638,862,942,1004
"ENSMUSG00000064999.1",0,0,0,0,0,0
"ENSMUSG00000067215.5",84,64,68,62,22,60
"ENSMUSG00000047238.4",424,478,250,346,368,304
"ENSMUSG00000085982.1",16,18,12,4,6,6
"ENSMUSG00000084275.3",0,0,0,0,0,0
"ENSMUSG00000098118.1",2,0,0,0,0,0
"ENSMUSG00000071665.10",96,106,104,152,190,54
"ENSMUSG00000041658.12",1834,2432,3002,2076,1818,1780
"ENSMUSG00000082733.1",0,0,0,0,0,0
"ENSMUSG00000041649.13",3156,4290,4320,4522,4590,3334
"ENSMUSG00000080743.2",0,2,0,4,2,2
"ENSMUSG00000050148.9",2854,3062,3130,4300,4988,3828
"ENSMUSG00000080799.1",0,0,0,0,0,0
"ENSMUSG00000048573.9",0,2,0,0,0,0
"ENSMUSG00000065221.1",0,0,0,0,0,0
"ENSMUSG00000083488.1",0,0,0,0,0,0
"ENSMUSG00000041633.14",108,160,120,246,206,94
"ENSMUSG00000109128.1",122,116,114,109,123,85
"ENSMUSG00000086316.8",498,558,430,599,473,483
"ENSMUSG00000082906.1",0,0,0,0,0,0
"ENSMUSG00000046550.8",60,60,82,74,120,80
"ENSMUSG00000065648.1",0,0,0,0,0,0
"ENSMUSG00000094802.7",0,0,0,0,0,0
"ENSMUSG00000094577.7",0,0,0,0,0,0
"ENSMUSG00000096867.1",0,0,0,0,0,0
"ENSMUSG00000094427.1",0,0,0,0,0,0
"ENSMUSG00000095065.1",0,0,0,0,0,0
"ENSMUSG00000094592.1",0,0,0,0,0,0
"ENSMUSG00000093899.1",0,0,0,0,0,0
"ENSMUSG00000094118.2",0,0,0,0,0,0
"ENSMUSG00000082751.1",0,0,0,0,0,0
"ENSMUSG00000082462.1",0,0,0,0,0,0
"ENSMUSG00000083978.1",0,0,0,0,0,0
"ENSMUSG00000081870.1",0,0,0,0,0,0
"ENSMUSG00000059663.1",0,0,0,0,0,0
"ENSMUSG00000081502.1",0,0,0,0,0,0
"ENSMUSG00000082584.1",0,0,0,0,0,0
"ENSMUSG00000025051.1",0,0,0,0,0,0
"ENSMUSG00000072888.2",0,0,0,0,0,0
"ENSMUSG00000084367.3",0,0,0,0,0,0
"ENSMUSG00000064818.1",0,0,0,0,0,0
"ENSMUSG00000082197.1",2,2,18,8,14,6
"ENSMUSG00000072100.4",0,0,0,0,0,0
"ENSMUSG00000063728.10",0,0,0,0,0,0
"ENSMUSG00000094196.2",0,0,0,0,0,0
"ENSMUSG00000083554.1",0,2,0,0,0,0
"ENSMUSG00000094976.1",0,0,0,0,0,0
"ENSMUSG00000079350.2",0,2,8,2,0,0
"ENSMUSG00000055746.9",0,0,0,0,0,0
"ENSMUSG00000096247.1",0,0,0,0,0,0
"ENSMUSG00000079349.9",0,0,0,10,0,0
"ENSMUSG00000096644.1",0,0,0,0,0,0
"ENSMUSG00000057402.5",0,0,0,0,0,0
"ENSMUSG00000088232.1",0,0,0,0,0,0
"ENSMUSG00000045694.4",14,22,24,6,20,20
"ENSMUSG00000083823.3",2,0,0,0,0,0
"ENSMUSG00000081364.1",0,0,0,0,0,0
"ENSMUSG00000082560.1",0,0,0,0,0,0
"ENSMUSG00000025283.15",2104,2646,1992,1658,1716,2644
"ENSMUSG00000084065.1",0,2,0,0,0,0
"ENSMUSG00000025287.15",3210,3982,3314,3740,3918,3284
"ENSMUSG00000052157.4",30,54,14,20,10,32
"ENSMUSG00000025289.15",1626,1992,1772,1624,1918,1760
"ENSMUSG00000081821.1",0,0,0,0,0,0
"ENSMUSG00000083362.1",0,0,0,0,0,0
"ENSMUSG00000077743.1",0,0,0,0,0,0
"ENSMUSG00000041552.7",0,0,0,2,0,0
"ENSMUSG00000084932.1",0,0,0,0,0,0
"ENSMUSG00000055109.5",0,0,0,0,0,0
"ENSMUSG00000081386.1",0,0,0,0,0,0
"ENSMUSG00000064477.1",0,0,0,0,0,0
"ENSMUSG00000082612.1",0,0,0,0,0,0
"ENSMUSG00000083573.1",0,0,0,0,0,0
"ENSMUSG00000084246.1",0,0,0,0,0,0
"ENSMUSG00000085711.4",20,10,4,8,8,14
"ENSMUSG00000089342.1",0,0,0,0,0,0
"ENSMUSG00000057457.11",2,10,2,4,4,10
"ENSMUSG00000093301.1",0,0,0,0,0,0
"ENSMUSG00000077609.1",0,0,0,0,0,0
"ENSMUSG00000082708.1",0,0,0,0,0,2
"ENSMUSG00000083841.1",0,0,0,0,2,4
"ENSMUSG00000077422.1",0,0,0,0,0,0
"ENSMUSG00000071708.11",1416,1832,2256,2734,2724,1604
"ENSMUSG00000046873.18",1716,2478,1626,1952,1594,1268
"ENSMUSG00000082002.1",4,2,4,4,0,0
"ENSMUSG00000091736.3",0,0,0,0,0,0
"ENSMUSG00000081415.1",0,0,2,0,0,0
"ENSMUSG00000083636.1",0,0,0,0,0,0
"ENSMUSG00000081222.1",0,0,0,0,0,0
"ENSMUSG00000088301.1",0,0,0,0,0,0
"ENSMUSG00000081505.1",2,0,0,0,2,0
"ENSMUSG00000083117.1",0,0,0,0,0,0
"ENSMUSG00000083166.1",0,0,0,0,0,0
"ENSMUSG00000041476.12",0,0,0,0,0,0
"ENSMUSG00000086188.1",0,0,0,0,0,0
"ENSMUSG00000047485.6",46,32,24,78,62,30
"ENSMUSG00000025658.16",12,30,30,28,42,22
"ENSMUSG00000082076.1",0,0,0,0,0,0
"ENSMUSG00000083136.1",0,0,0,0,0,0
"ENSMUSG00000081797.1",0,0,0,0,0,0
"ENSMUSG00000084270.1",0,0,0,0,0,0
"ENSMUSG00000088896.1",0,0,0,0,0,0
"ENSMUSG00000084210.1",0,0,0,0,0,0
"ENSMUSG00000082026.1",0,0,0,0,0,0
"ENSMUSG00000083316.1",0,0,0,0,0,0
"ENSMUSG00000083625.1",0,0,0,0,0,0
"ENSMUSG00000083127.1",0,0,0,0,0,0
"ENSMUSG00000031309.15",1152,1700,1574,1294,1148,704
"ENSMUSG00000067194.6",2916,3998,3458,4262,3866,3988
"ENSMUSG00000083437.1",0,0,0,0,0,0
"ENSMUSG00000041020.14",332,564,330,354,380,316
"ENSMUSG00000092898.1",0,0,0,0,0,0
"ENSMUSG00000044150.12",2404,4342,1828,3338,2386,2482
"ENSMUSG00000082693.3",60,46,52,14,60,14
"ENSMUSG00000083906.1",64,148,28,66,44,42
"ENSMUSG00000040990.17",32,50,60,96,100,62
"ENSMUSG00000031303.8",1363,2091,1260,1579,1348,2060
"ENSMUSG00000083393.1",0,0,0,0,0,0
"ENSMUSG00000082810.1",0,0,0,0,0,0
"ENSMUSG00000031299.10",9549,10615,8964,9225,10336,10218
"ENSMUSG00000082500.1",0,8,0,0,0,0
"ENSMUSG00000083318.1",0,2,0,0,0,0
"ENSMUSG00000083516.1",0,0,0,0,0,0
"ENSMUSG00000081536.1",0,0,0,0,0,0
"ENSMUSG00000031298.15",10,12,33,6,14,35
"ENSMUSG00000087505.1",0,2,5,0,4,1
"ENSMUSG00000031295.13",1872,1796,1346,1215,1722,1127
"ENSMUSG00000085695.1",80,68,46,47,64,25
"ENSMUSG00000062168.12",4,0,0,12,0,4
"ENSMUSG00000083945.1",0,0,0,0,0,0
"ENSMUSG00000082449.1",0,0,0,0,0,0
"ENSMUSG00000031293.13",10,0,0,2,2,0
"ENSMUSG00000031292.14",542,662,592,536,650,366
"ENSMUSG00000055691.5",0,0,2,4,0,0
"ENSMUSG00000000037.17",44,82,52,92,110,116
"ENSMUSG00000080983.1",0,0,0,0,0,0
"ENSMUSG00000108981.1",0,4,2,8,0,0
"ENSMUSG00000081845.1",0,0,0,0,0,0
"ENSMUSG00000043518.7",0,0,0,4,0,2
"ENSMUSG00000086540.2",0,0,0,0,0,0
"ENSMUSG00000059493.13",254,470,218,276,258,74
"ENSMUSG00000087571.1",0,0,0,0,0,0
"ENSMUSG00000065828.1",0,0,0,0,0,0
"ENSMUSG00000065943.1",0,0,0,0,0,0
"ENSMUSG00000098436.1",0,0,0,0,0,0
"ENSMUSG00000084598.1",0,0,0,0,0,0
"ENSMUSG00000082625.1",2,0,0,0,8,0
"ENSMUSG00000040855.15",156,228,76,266,92,130
"ENSMUSG00000059461.7",70,88,94,42,64,102
"ENSMUSG00000082007.1",0,0,0,0,0,0
"ENSMUSG00000083963.1",0,0,0,0,0,0
"ENSMUSG00000089312.1",0,0,0,0,0,0
"ENSMUSG00000088709.1",0,0,0,0,0,0
"ENSMUSG00000082571.1",0,0,0,0,0,0
"ENSMUSG00000086034.1",10,0,2,2,0,0
"ENSMUSG00000080394.2",0,0,0,0,0,0
"ENSMUSG00000104536.1",0,0,0,0,0,0
"ENSMUSG00000031353.13",9864,11839,13322,10000,10732,15843
"ENSMUSG00000038344.14",1316,2195,1510,1940,1602,1391
"ENSMUSG00000084022.1",0,0,0,2,6,0
"ENSMUSG00000082539.1",0,0,0,0,0,0
"ENSMUSG00000088195.1",0,0,0,0,0,0
"ENSMUSG00000031357.3",704,932,584,764,648,820
"ENSMUSG00000092752.1",2,0,0,2,0,0
"ENSMUSG00000081917.1",0,0,0,0,2,0
"ENSMUSG00000031360.14",926,1064,564,766,856,924
"ENSMUSG00000040808.4",0,0,0,0,0,0
"ENSMUSG00000088369.1",0,0,0,0,0,0
"ENSMUSG00000064428.1",0,0,0,0,0,0
"ENSMUSG00000083225.1",0,0,0,0,0,0
"ENSMUSG00000082598.1",0,0,0,0,0,0
"ENSMUSG00000082970.1",0,0,0,0,0,0
"ENSMUSG00000089423.1",0,0,0,0,0,0
"ENSMUSG00000080778.1",0,0,0,0,0,0
"ENSMUSG00000031364.2",0,2,0,4,0,0
"ENSMUSG00000083695.6",0,0,0,0,0,0
"ENSMUSG00000081699.1",0,0,0,0,0,0
"ENSMUSG00000031367.15",374,794,458,762,392,1072
"ENSMUSG00000031370.12",2122,2136,2012,1800,2228,1748
"ENSMUSG00000031373.4",78,64,12,40,58,22
"ENSMUSG00000040749.11",1044,1316,1384,1392,1508,1234
"ENSMUSG00000015401.12",0,0,0,0,0,0
"ENSMUSG00000084689.1",0,0,0,0,0,0
"ENSMUSG00000015405.15",2,4,0,0,0,0
"ENSMUSG00000031377.11",0,0,0,0,0,2
"ENSMUSG00000089471.1",0,0,0,0,0,0
"ENSMUSG00000031379.13",772,822,920,826,846,960
"ENSMUSG00000077542.1",0,0,0,2,0,0
"ENSMUSG00000031380.10",64,74,82,72,90,78
"ENSMUSG00000031381.16",1732,2248,1954,2090,1964,2294
"ENSMUSG00000031382.14",4,0,0,0,0,0
"ENSMUSG00000081931.1",0,0,0,0,0,0
"ENSMUSG00000031384.2",0,4,0,0,0,0
"ENSMUSG00000080834.1",0,0,0,0,0,0
"ENSMUSG00000061778.10",656,1044,526,672,594,602
"ENSMUSG00000047757.17",454,488,490,578,504,542
"ENSMUSG00000079600.2",0,0,0,0,0,0
"ENSMUSG00000018589.8",0,0,0,0,0,0
"ENSMUSG00000082134.1",0,0,0,0,0,0
"ENSMUSG00000064497.1",0,0,0,0,0,0
"ENSMUSG00000081012.1",0,0,0,0,0,0
"ENSMUSG00000083466.1",0,0,0,0,0,0
"ENSMUSG00000040621.14",336,348,204,344,260,274
"ENSMUSG00000084080.1",0,0,0,0,0,0
"ENSMUSG00000031342.17",2,2,0,2,0,2
"ENSMUSG00000040586.8",1183,1507,1292,1342,1326,1292
"ENSMUSG00000079317.10",179,283,174,232,204,252
"ENSMUSG00000079316.10",1396,2106,1330,1658,1586,1890
"ENSMUSG00000085880.4",0,0,0,2,0,0
"ENSMUSG00000081875.1",0,0,2,0,0,0
"ENSMUSG00000051224.13",272,402,242,428,336,334
"ENSMUSG00000000402.2",38,32,40,56,38,224
"ENSMUSG00000087677.1",12,16,6,22,22,46
"ENSMUSG00000086860.1",0,0,0,4,4,0
"ENSMUSG00000067147.7",0,0,0,0,0,0
"ENSMUSG00000084920.1",0,0,0,0,0,0
"ENSMUSG00000082019.1",0,0,0,0,0,0
"ENSMUSG00000104948.1",0,0,0,0,0,0
"ENSMUSG00000076371.1",0,0,0,0,0,0
"ENSMUSG00000082360.1",0,0,0,0,0,0
"ENSMUSG00000086008.8",0,2,0,0,2,0
"ENSMUSG00000084806.1",0,0,0,0,0,0
"ENSMUSG00000087340.1",0,0,0,0,0,0
"ENSMUSG00000049775.16",2138,2992,2820,4952,4852,2774
"ENSMUSG00000040522.5",0,0,0,0,0,0
"ENSMUSG00000044583.13",6,2,0,4,0,0
"ENSMUSG00000025742.5",726,1076,574,1674,1706,862
"ENSMUSG00000086258.1",0,0,0,0,0,0
"ENSMUSG00000088451.1",0,0,0,0,0,0
"ENSMUSG00000081216.3",0,0,0,0,0,0
"ENSMUSG00000049176.16",0,0,0,0,0,0
"ENSMUSG00000084378.1",0,0,0,2,0,0
"ENSMUSG00000089132.1",0,0,0,0,0,0
"ENSMUSG00000082915.1",0,0,0,0,0,0
"ENSMUSG00000084180.1",0,0,0,0,0,0
"ENSMUSG00000083611.1",0,0,0,0,0,0
"ENSMUSG00000084014.3",0,0,0,0,0,0
"ENSMUSG00000089434.1",0,0,0,0,0,0
"ENSMUSG00000031358.17",320,420,336,316,342,330
"ENSMUSG00000081500.1",0,0,0,0,0,0
"ENSMUSG00000031355.16",2,0,0,0,4,6
"ENSMUSG00000087201.1",0,0,0,0,0,0
"ENSMUSG00000031354.16",0,0,0,0,0,0
"ENSMUSG00000031352.10",908,1252,1086,1322,1098,1166
"ENSMUSG00000099179.1",0,0,0,0,0,0
"ENSMUSG00000087159.7",22,20,20,20,12,10
"ENSMUSG00000081137.3",84,72,34,44,66,20
"ENSMUSG00000087587.1",0,0,0,0,0,0
"ENSMUSG00000035299.16",1409,1464,1833,4056,6032,3611
"ENSMUSG00000065716.1",0,0,0,0,0,0
"ENSMUSG00000055357.8",0,0,0,0,0,0
"ENSMUSG00000072844.6",125,143,190,353,426,242
"ENSMUSG00000087263.1",638,657,892,2082,3032,1594
"ENSMUSG00000086695.1",194,210,245,616,683,565
"ENSMUSG00000095562.8",144,4,56,100,202,114
"ENSMUSG00000093806.1",0,0,0,0,0,0
"ENSMUSG00000096661.1",0,0,0,0,0,0
"ENSMUSG00000094276.1",0,0,0,0,0,0
"ENSMUSG00000101796.1",0,0,0,0,0,0
"ENSMUSG00000101492.1",0,0,0,0,0,0
"ENSMUSG00000100968.1",0,0,2,0,0,0
"ENSMUSG00000053211.10",4,2,10,2,0,0
"ENSMUSG00000069053.11",114,156,86,104,92,52
"ENSMUSG00000101036.1",0,0,0,0,0,0
"ENSMUSG00000101107.1",0,0,0,0,0,0
"ENSMUSG00000101666.1",0,0,0,0,0,0
"ENSMUSG00000056673.14",0,4,20,6,0,4
"ENSMUSG00000075874.1",0,0,0,0,0,0
"ENSMUSG00000106618.1",0,0,0,0,0,0
"ENSMUSG00000069049.11",2084,3120,2546,2224,1998,2288
"ENSMUSG00000099876.1",24,24,70,42,40,104
"ENSMUSG00000091749.7",2,0,2,0,0,0
"ENSMUSG00000068457.14",604,1038,1200,1180,862,918
"ENSMUSG00000069045.11",1096,1704,2648,2140,1518,1702
"ENSMUSG00000101059.1",0,6,12,8,4,20
"ENSMUSG00000099809.1",0,0,0,0,0,0
"ENSMUSG00000069044.6",2,24,74,102,30,154
"ENSMUSG00000077793.1",0,0,0,0,0,0
"ENSMUSG00000100842.1",0,0,0,0,0,0
"ENSMUSG00000101947.1",0,0,0,0,0,0
"ENSMUSG00000100619.1",0,0,0,0,0,0
"ENSMUSG00000100877.1",0,0,0,0,0,0
"ENSMUSG00000100576.1",0,0,0,0,0,0
"ENSMUSG00000100326.1",0,0,0,0,0,0
"ENSMUSG00000100356.1",0,0,0,0,0,0
"ENSMUSG00000101443.1",0,0,0,0,0,0
"ENSMUSG00000000103.12",0,0,0,0,0,0
"ENSMUSG00000099614.1",0,0,0,0,0,0
"ENSMUSG00000099973.1",0,0,0,0,0,0
"ENSMUSG00000099888.1",0,0,0,0,0,0
"ENSMUSG00000100445.1",0,0,0,0,0,0
"ENSMUSG00000102072.1",0,0,0,0,0,0
"ENSMUSG00000101290.1",0,0,0,0,0,0
"ENSMUSG00000100103.1",0,0,0,0,0,0
"ENSMUSG00000093335.1",0,0,0,0,0,0
"ENSMUSG00000102120.1",0,0,0,0,0,0
"ENSMUSG00000099445.1",0,0,0,0,0,0
"ENSMUSG00000094881.2",0,0,0,0,0,0
"ENSMUSG00000099748.1",0,0,0,0,0,0
"ENSMUSG00000069036.3",0,0,0,0,0,0
"ENSMUSG00000101064.1",0,0,0,0,0,0
"ENSMUSG00000095573.2",0,0,0,0,0,0
"ENSMUSG00000101114.1",0,0,0,0,0,0
"ENSMUSG00000102053.1",0,0,0,0,0,0
"ENSMUSG00000100700.1",0,0,0,0,0,0
"ENSMUSG00000101066.1",0,0,0,0,0,0
"ENSMUSG00000094658.7",0,0,0,0,0,0
"ENSMUSG00000095852.7",0,0,0,0,0,0
"ENSMUSG00000100145.1",0,0,0,0,0,0
"ENSMUSG00000099405.1",0,0,0,0,0,0
"ENSMUSG00000091987.8",0,0,0,0,0,0
"ENSMUSG00000099728.1",0,0,0,0,0,0
